conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,"software frameworks","",skill/competence,transversal,"The software development environments or tools used to improve the efficiency of new software development by providing specific features that support and guide the development."
http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,"captioning software","",skill/competence,transversal,"The various software to create captions and subtitles in a file that is merged with the actual footage, such as Telestream and MovieCaptioners."
http://data.europa.eu/esco/skill/8b94aa1e-89c9-459d-b3b4-1dfab8dec2df,"use software libraries","",skill/competence,transversal,"Utilise collections of codes and software packages which capture frequently used routines to help programmers simplify their work."
http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,"transportation software related to an ERP system","",skill/competence,transversal,"Business management software to collect, manage and interpret data related to shipping, payment, inventory, manufacturing applied in transportation and distribution."
http://data.europa.eu/esco/skill/56a10e3e-c9e7-4d39-b6f1-6013398fcb3a,"use content management system software","",skill/competence,transversal,"Use software that allows publishing, editing and modifying content as well as maintenance from a central interface."
http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38,"use customer relationship management software","",skill/competence,transversal,"Use specialised software to manage company’s interactions with current and future customers. Organise, automate and synchronise sales, marketing, customer service, and technical support, to increase t"
http://data.europa.eu/esco/skill/ec95d0a4-886e-4eb1-aa4c-2d5f2549df7d,"use translation memory software","",skill/competence,transversal,"Facilitate efficient language translation using translation memory software. This software collects and stores previously translated texts and their translations, broken down into segments. It looks f"
http://data.europa.eu/esco/skill/c95c29fe-3971-46b7-80e9-1f7e75ba99b3,"use specific data analysis software","",skill/competence,transversal,"Use specific software for data analysis, including statistics, spreadsheets, and databases. Explore possibilities in order to make reports to managers, superiors, or clients."
http://data.europa.eu/esco/skill/8ee39fb7-8b46-490e-ae21-6e8b32854dd6,"manage dispatch software systems","",skill/competence,transversal,"Manage dispatch software systems to execute tasks such as work order generation, route planning, and other activities."
http://data.europa.eu/esco/skill/5475343c-5e75-415f-b431-17f3c20a347e,"use production planning software","",skill/competence,transversal,"Use software that facilitates planning and scheduling in the manufacturing industry and enables the optimisation of resource allocation."
http://data.europa.eu/esco/skill/ff25cbf0-6978-4c4c-887e-d4b185410d74,"perform software recovery testing","",skill/competence,transversal,"Execute testing using specialised software tools to force failure of software in a variety of ways and checking how fast and better the software can recover against any type of crash or failure."
http://data.europa.eu/esco/skill/27065048-bca8-4b0a-891a-b192b9ceadfd,"CAM software","",skill/competence,transversal,"Different tools for computer-aided manufacturing (CAM) to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpie"
http://data.europa.eu/esco/skill/b8c01891-e3df-4a4b-948d-95b45e1788f5,"mobile device software frameworks","",skill/competence,transversal,"The API (Application Program Interfaces), such as Android, iOS, windows phone which enables programmers to quickly and easily write applications for mobile devices."
http://data.europa.eu/esco/skill/6417a4cc-6f61-4459-a114-761a7fa0279d,"Puppet (tools for software configuration management)","",skill/competence,transversal,"The tool Puppet is a software program to perform configuration identification, control, status accounting and audit."
http://data.europa.eu/esco/skill/9d2f77af-4307-4ac5-bc50-a9980cec7e83,"develop reporting software","",skill/competence,transversal,"Create reporting software and applications used for creating reports on data."
http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d,"levels of software testing","",skill/competence,transversal,"The levels of testing in the software development process, such as unit testing, integration testing, system testing and acceptance testing."
http://data.europa.eu/esco/skill/8ff015a0-98ea-4d80-a23e-1f68110a919e,"software design methodologies","",skill/competence,transversal,"The methodologies such as Scrum, V-model and Waterfall to design software systems and applications."
http://data.europa.eu/esco/skill/c7451027-8249-405a-bb1b-342ff0f3fb3b,"Salt (tools for software configuration management)","",skill/competence,transversal,"The tool Salt is a software program to perform configuration identification, control, status accounting and audit."
http://data.europa.eu/esco/skill/978db6a1-7297-4c89-819a-47605f2c3ba8,"manage software releases","",skill/competence,transversal,"Examine and approve suggested software development releases. Manage further release process."
http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba,"create software design","",skill/competence,transversal,"Transpose a series of requirements into a clear and organised software design."
http://data.europa.eu/esco/skill/6a322874-e32f-4cd8-9683-badce67a7f73,"develop automated software tests","",skill/competence,transversal,"Create software test sets in an automated manner, ​using specialised languages or tools, that can be performed by testing tools in order to save resources, gain efficiency and effectiveness in test ex"
http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,"execute software tests","",skill/competence,transversal,"Perform tests to ensure that a software product will perform flawlessly under the specified customer requirements, using specialised software tools. Apply software testing techniques and tools in orde"
http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc,"application usability","",skill/competence,transversal,"The process through which the learnability, efficiency, usefulness and ease of use of a software application can be defined and measured."
http://data.europa.eu/esco/skill/3c4c3fa1-d638-42df-8e98-2a38021da6f9,"use software for data preservation","",skill/competence,transversal,"Utilise specialised applications and software to collect and preserve digital information."
http://data.europa.eu/esco/skill/f28617ad-afdd-4041-814c-216153a38998,"analyse software specifications","",skill/competence,transversal,"Assess the specifications of a software product or system to be developed by identifying functional and non-functional requirements, constraints and possible sets of use cases which illustrate interac"
http://data.europa.eu/esco/skill/be0ff6d8-5e61-4021-9c89-e40cf0b75cc6,"measure software usability","",skill/competence,transversal,"Check the convenience of the software product for the end user. Identify user problems and make adjustments to improve usability practice. Collect input data on how users evaluate software products."
http://data.europa.eu/esco/skill/55cc1f3f-69fc-46ec-b24a-9708f6bd92b4,"use software tools for site modelling","",skill/competence,transversal,"Use software and other modelling tools to create simulations of and develop scenarios for possible outcomes of site operations. Use the information gathered from simulations and models for analysis an"
http://data.europa.eu/esco/skill/3a33cec3-4b44-471a-8864-5cc8567a8b1f,"CADD software","",skill/competence,transversal,"The computer-aided design and drafting (CADD) is the use of computer technology for design and design documentation. CAD software replaces manual drafting with an automated process."
http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,"software architecture models","",skill/competence,transversal,"The set of structures and models needed to understand or describe the software system, including the software elements, the relations between them and the properties of both elements and relations."
http://data.europa.eu/esco/skill/172020d1-e151-445b-8173-e2a5fb16fe51,"utilise computer-aided software engineering tools","",skill/competence,transversal,"Use software tools (CASE) to support the development lifecycle, design and implementation of software and applications of high-quality that can be easily maintained."
